"source_file","insight_id","index","english_message","english_proof","turkish_message","turkish_score","categories","health_tags","demographic_tags","target_group_size","target_group_percentage","target_group_filters","target_group_total_population"
"company/Company_73_report_insights.json","insight_08","8","Water intake emerges as a surprising success story in this workforce: 45.2% achieve high water consumption and 19.0% achieve good levels, totaling 64.2% with adequate hydration. This stands in stark contrast to the 89.2% with poor fruit/vegetable intake, suggesting employees respond well to simple, measurable health behaviors. However, adequate water intake paradoxically shows elevated risk (75% vs 8.3% baseline, 3.0x ratio), likely because concerned employees are self-treating. Leverage this hydration success as a model for other health behaviors. The workforce demonstrates capability for positive change when goals are clear and actionable. Use similar simple messaging and tracking for other areas: ""5 colors of produce daily"" (mimicking ""8 glasses of water""), visual portion guides, and app-based tracking. The adequate water paradox suggests tracking alone doesn't reduce risk—combine measurement with education on comprehensive wellness.","Water intake distribution: 45.2% high (n=38), 19.0% good (n=16), 19.0% adequate (n=16), 11.9% low, 4.8% very low. Total adequate or better: 64.2%. Adequate water shows 75% elevated risk vs 8.3% baseline (risk ratio 3.0x, n=16), suggesting reverse causation where health-concerned employees drink more water but have other risk factors. Contrast with fruit/veg: 89.2% inadequate intake.","Su tüketimi bu işgücünde şaşırtıcı bir başarı öyküsü: %45,2 yüksek su tüketimi, %19,0 iyi seviye; toplamda %64,2 yeterli hidrasyon. Bu, zayıf meyve-sebze tüketimine sahip %89,2 ile keskin tezat oluşturuyor ve çalışanların basit, ölçülebilir sağlık davranışlarına iyi yanıt verdiğini gösteriyor. Ancak yeterli su tüketimi paradoks olarak yüksek risk gösteriyor (%75 vs %8,3 temel, 3,0x oran); muhtemelen endişeli çalışanlar kendi kendilerini tedavi ediyor. Bu hidrasyon başarısı diğer sağlık davranışları için model olarak kullanılmalı. ""Günde 5 renk sebze-meyve"" (""8 bardak su"" gibi), görsel porsiyon kılavuzları ve uygulama tabanlı takip gibi benzer basit mesajlaşma ve izleme kullanılmalı. Yeterli su paradoksu, sadece takibin riski azaltmadığını gösteriyor—ölçümü kapsamlı sağlık eğitimi ile birleştirmek gerekli (n=38 yüksek su, %45,2; n=16 yeterli su, %75 risk).","6","nutrition; lifestyle","high_water; good_water; adequate_water; low_water","","80","95.24","A.water_intake IN (high_water OR good_water OR adequate_water OR low_water)","84"
"company/Company_73_report_insights.json","insight_09","9","The workforce shows concerning weight distribution with 69.1% classified as overweight or obese (40.5% overweight + 28.6% obese), yet obesity-related chronic conditions remain low (diabetes 4.8%, heart disease 4.8%, hypertension 3.6%). This suggests employees are in a critical prevention window before weight translates into diagnosed metabolic disease, but the window is closing as 87.5% of obese employees show elevated health risks. Launch intensive weight management programs immediately while employees are still pre-disease. Focus on the 40.5% overweight group who are at a reversible tipping point, offering structured nutrition counseling, meal planning support, and exercise programming. The combination of high BMI prevalence but low disease rates represents a time-sensitive opportunity for prevention that will become exponentially costlier once metabolic conditions develop.","BMI distribution: 29.8% normal weight, 40.5% overweight, 28.6% obese, 1.2% underweight. Combined overweight/obese: 69.1%. Chronic conditions: 4.8% diabetes, 4.8% heart disease, 3.6% hypertension, 3.6% obesity diagnosis. Obese category: 87.5% elevated risk, risk ratio 2.0x. Among high-risk employees: 57.1% obese, 42.9% overweight (n=7).","İşgücünün %69,1'i fazla kilolu veya obez (%40,5 fazla kilolu + %28,6 obez), ancak obeziteye bağlı kronik hastalıklar düşük seviyede (%4,8 diyabet, %4,8 kalp hastalığı, %3,6 hipertansiyon). Bu durum çalışanların kilonun teşhis edilmiş metabolik hastalığa dönüşmeden önceki kritik önleme penceresinde olduğunu gösteriyor; ancak obez çalışanların %87,5'i yüksek sağlık riskleri gösteriyor ve pencere kapanıyor. Çalışanlar henüz hastalık öncesi dönemdeyken yoğun kilo yönetim programları hemen başlatılmalı. Geri dönüşümlü bir dönüm noktasında olan %40,5'lik fazla kilolu gruba odaklanılmalı: yapılandırılmış beslenme danışmanlığı, yemek planlama desteği ve egzersiz programları sunulmalı. Yüksek BMI prevalansı ancak düşük hastalık oranları kombinasyonu, metabolik durumlar geliştiğinde katlanarak daha maliyetli hale gelecek zamana duyarlı bir önleme fırsatı sunuyor (n=34 fazla kilolu, n=24 obez).","9","physical_health; health_conditions; lifestyle","overweight; obese; normal_weight; no_diabetes; no_heart_disease; no_hypertension","overweight; obese; normal_weight","73","86.9","bmi_category IN (overweight OR obese OR normal_weight OR overweight OR obese OR normal_weight); diabetes_status=no_diabetes; heart_disease_status=no_heart_disease; hypertension_status=no_hypertension","84"
"company/Company_73_report_insights.json","insight_10","10","Borderline sleep quality has become normalized in this workforce, affecting 48.8% of employees—the single largest sleep category. These employees get some sleep but not restorative rest, creating a large ""middle zone"" between the 21.4% with clearly insufficient sleep and the 27.4% achieving optimal sleep. This normalization of mediocre sleep likely reflects acceptance of fatigue as standard rather than recognition of a modifiable health factor. Challenge the normalization of poor sleep through cultural change. Leadership should model healthy sleep habits, establish norms against late-night emails, educate employees that borderline sleep carries real health impacts, and provide sleep improvement resources. The 48.8% in borderline territory represent an enormous opportunity for population-level improvement if the company culture shifts from accepting fatigue to prioritizing rest as a performance and health imperative.","Sleep distribution: 48.8% borderline (n=41), 27.4% optimal (n=23), 21.4% insufficient (n=18), 2.4% long (n=2). Borderline represents the modal category, suggesting systemic cultural acceptance of inadequate rest. Insufficient sleep: 33.3% high risk (4.0x baseline). Optimal sleep: 52.2% low risk (2.2x baseline), demonstrating clear dose-response relationship between sleep quality and health outcomes.","Sınırda uyku kalitesi bu işgücünde normalleşmiş durumda; çalışanların %48,8'ini etkiliyor—en büyük tek uyku kategorisi. Bu çalışanlar bir miktar uyku alıyor ancak onarıcı dinlenme almıyor; açıkça yetersiz uykuya sahip %21,4 ile optimal uykuya ulaşan %27,4 arasında geniş bir ""orta bölge"" yaratıyor. Bu vasat uykunun normalleşmesi, muhtemelen yorgunluğun standart olarak kabulünü yansıtıyor; değiştirilebilir bir sağlık faktörünün tanınması yerine. Liderlik sağlıklı uyku alışkanlıklarını modellemeli, gece geç saatlerde e-posta göndermeye karşı normlar oluşturmalı, sınırda uykunun gerçek sağlık etkileri olduğunu çalışanlara öğretmeli ve uyku iyileştirme kaynakları sağlamalı. Sınırda bulunan %48,8'lik grup, şirket kültürü yorgunluğu kabul etmekten dinlenmeye öncelik vermeye kaydığında nüfus düzeyinde iyileştirme için muazzam bir fırsat sunuyor (n=41, %48,8 sınırda uyku).","7","sleep; lifestyle","borderline_sleep; insufficient_sleep; optimal_sleep","","82","97.62","A.sleep_quality IN (borderline_sleep OR insufficient_sleep OR optimal_sleep)","84"
"company/Company_73_report_insights.json","insight_11","11","Stress perception varies widely with 38.1% feeling sometimes out of control and 15.5% often out of control, yet 26.2% report always being in control. Meanwhile, irritability follows a similar pattern with 44% sometimes irritated and 15.5% often irritated. These parallel distributions suggest stress manifests both as loss of control and increased irritability, but the metrics capture different employee populations requiring distinct intervention approaches. Segment stress interventions by symptom profile. Employees reporting control loss need autonomy-building strategies (decision-making authority, flexible scheduling, clear boundaries), while those reporting irritability need emotional regulation training (mindfulness, cognitive reframing, conflict resolution). Avoid generic ""stress management"" programs; the 38.1% with control concerns and 44% with irritability need tailored approaches based on their specific stress manifestation.","Locus of control: 26.2% always in control, 17.9% mostly in control, 38.1% sometimes out of control, 15.5% often out of control, 2.4% frequently out of control. Irritability: 10.7% never irritated, 25.0% rarely, 44.0% sometimes, 15.5% often, 4.8% frequently. Always in control shows 63.6% elevated risk baseline. Never irritated shows 0% high risk (n=9, full protection).","Stres algısı geniş bir yelpazede değişiyor: %38,1 bazen kontrolün dışında, %15,5 sık sık kontrolün dışında hissederken, %26,2 her zaman kontrol altında rapor ediyor. Aynı zamanda sinirlilik de benzer bir model izliyor: %44 bazen sinirli, %15,5 sık sık sinirli. Bu paralel dağılımlar stresin hem kontrol kaybı hem de artan sinirlilik olarak ortaya çıktığını gösteriyor, ancak metrikler farklı müdahale yaklaşımları gerektiren farklı çalışan popülasyonlarını yakalıyor. Stres müdahaleleri semptom profiline göre segmentlenmeli. Kontrol kaybı bildiren çalışanlar özerklik geliştirme stratejilerine ihtiyaç duyuyor (karar verme yetkisi, esnek programlama, net sınırlar), sinirlilik bildiren çalışanlar ise duygusal düzenleme eğitimine ihtiyaç duyuyor (farkındalık, bilişsel yeniden çerçeveleme, çatışma çözümü). Jenerik ""stres yönetimi"" programlarından kaçınılmalı; kontrol endişesi olan %38,1 ve sinirlilik yaşayan %44'e özel stres tezahürlerine göre özelleştirilmiş yaklaşımlar gerekli.","8","mental_health; lifestyle","sometimes_out_of_control; often_out_of_control; always_in_control; sometimes_irritated; often_irritated; never_irritated","","53","63.1","A.stress_level_loc IN (sometimes_out_of_control OR often_out_of_control OR always_in_control); A.stress_level_irritability IN (sometimes_irritated OR often_irritated OR never_irritated)","84"
"company/Company_73_report_insights.json","insight_12","12","Frequent exercise provides complete protection from high-risk classification with 0% of frequent exercisers in the high-risk category, alongside other fully protective factors including never being irritated (0% high risk) and moderate anhedonia (0% high risk). These ""zero-risk"" segments represent proof that certain behavioral and mental health patterns provide near-complete protection, yet each represents less than 12% of the workforce. Identify employees in these protected categories and study their habits systematically through interviews and app data analysis. What enables 9.5% to maintain frequent exercise when 40.5% do none? What stress management techniques do the 10.7% who are never irritated employ? Document these protective patterns and create replicable programs. These employees aren't lucky—they've developed specific strategies that should become organizational best practices.","Protective factors with 0% high risk: frequent exercise (n=8, 9.5% of population), never irritated (n=9, 10.7%), moderate anhedonia (n=10, 11.9%), has other condition (n=9, 10.7%). Population baseline high risk: 8.3%. Combined, these represent multiple pathways to health protection affecting small but important workforce segments. Other strong protective factors: always in control (63.6% low risk, n=22), optimal sleep (52.2% low risk, n=23).","Sık egzersiz yapmak yüksek risk sınıflandırmasından tam koruma sağlıyor; sık egzersiz yapanların %0'ı yüksek risk grubunda. Diğer tam koruyucu faktörler: hiç sinirli olmama (%0 yüksek risk) ve orta anhedoni (%0 yüksek risk). Bu ""sıfır risk"" segmentleri, belirli davranışsal ve mental sağlık modellerinin neredeyse tam koruma sağladığının kanıtı; ancak her biri işgücünün %12'sinden azını temsil ediyor. Bu korunan kategorilerdeki çalışanlar belirlenmeli ve alışkanlıkları görüşmeler ve uygulama veri analizi ile sistematik olarak incelenmeli. %40,5 hiç yapmıyorken %9,5'in sık egzersiz yapmasını sağlayan nedir? Hiç sinirli olmayan %10,7'nin kullandığı stres yönetimi teknikleri neler? Bu koruyucu modeller belgelenmeli ve tekrarlanabilir programlar oluşturulmalı. Bu çalışanlar şanslı değil; organizasyonel en iyi uygulamalar haline gelmesi gereken özel stratejiler geliştirmişler (n=8 sık egzersiz, %0 risk; n=9 hiç sinirli değil, %0 risk; n=10 orta anhedoni, %0 risk).","8","activity_level; mental_health; lifestyle","frequent_exercise; never_irritated; moderate_anhedonia","","0","0.0","A.activity_level=frequent_exercise; A.stress_level_irritability=never_irritated; A.depression_anhedonia=moderate_anhedonia","84"
"company/Company_73_report_insights.json","insight_13","13","Mood-related depression (occasional or frequent sadness affecting 48.8%) is nearly as prevalent as anhedonia (mild anhedonia 54.8%), but shows different risk patterns. Employees with frequent sadness face 2.67x elevated risk (22.2% vs 8.3% baseline), while 78% of this group also report no exercise. This suggests depression and physical inactivity form a reinforcing cycle requiring integrated intervention rather than treating mental and physical health separately. Implement combined mental health and physical activity interventions specifically for employees reporting mood challenges. Depression makes exercise initiation difficult, but exercise is one of the most effective depression interventions. Start with very low barriers: 5-minute guided walks, outdoor walking meetings, or light stretching before mental health counseling sessions. Address both simultaneously rather than expecting employees to ""fix"" their mood before becoming active.","Depression mood distribution: 40.5% positive mood, 45.2% occasional sadness, 10.7% frequent sadness (n=9), 3.6% persistent sadness. Frequent sadness: 22.2% high risk vs 8.3% baseline (risk ratio 2.67x, n=9, +13.9pp). Among frequent sadness group: 78% report no exercise vs 40.5% population rate. This creates a 1.9x concentration of sedentary behavior in the depressed mood population.","Ruh hali ile ilgili depresyon (%48,8'i ara sıra veya sık üzüntü yaşıyor) neredeyse anhedoni kadar yaygın (%54,8 hafif anhedoni), ancak farklı risk modelleri gösteriyor. Sık üzüntü yaşayan çalışanlar 2,67 kat yüksek risk altında (%22,2 vs %8,3 temel), bu grubun %78'i hiç egzersiz yapmıyor rapor ediyor. Bu durum depresyon ve fiziksel hareketsizliğin mental ve fiziksel sağlığı ayrı ayrı tedavi etmek yerine entegre müdahale gerektiren bir pekiştirici döngü oluşturduğunu gösteriyor. Ruh hali zorlukları bildiren çalışanlara özel birleşik mental sağlık ve fiziksel aktivite müdahaleleri uygulanmalı. Depresyon egzersiz başlatmayı zorlaştırır, ancak egzersiz en etkili depresyon müdahalelerinden biri. Çok düşük engellerle başlanmalı: 5 dakikalık rehberli yürüyüşler, dış mekan yürüyüşlü toplantılar veya mental sağlık danışmanlığı seanslarından önce hafif germe. Her ikisi aynı anda ele alınmalı; çalışanların aktif olmadan önce ruh hallerini ""düzeltmeleri"" beklenmemeli (n=9 sık üzüntü, %22,2 yüksek risk, %78 egzersiz yok).","8","mental_health; activity_level; lifestyle","frequent_sadness; occasional_sadness; positive_mood; no_exercise","","33","39.29","A.depression_mood IN (frequent_sadness OR occasional_sadness OR positive_mood); A.activity_level=no_exercise","84"
"company/Company_73_report_insights.json","insight_14","14","The health survey participation itself reveals selection bias that companies must address. With 84 employees completing the survey, this represents only health-engaged individuals willing to track their wellness. The 40.5% with no exercise, 89.2% with poor nutrition, and 21.4% with insufficient sleep are the ""healthy concerned""—imagine the health profiles of non-participants who aren't tracking at all. The data shows problems among the engaged; the unengaged population likely faces far worse outcomes. Develop outreach strategies specifically for non-participants. Don't assume the current dataset represents the full workforce health picture. Create low-friction entry points: quick health check stations, gamified challenges requiring minimal app use, peer recruitment campaigns, and manager-led team sign-ups. The employees not in this dataset are the highest priority because they're likely the highest risk. Success metrics should include participation rates, not just health improvements among existing users.","Survey participants: 84 employees. Among participants: 40.5% no exercise (n=34), 89.2% poor/very poor fruit/veg intake (n=75), 21.4% insufficient sleep (n=18), 28.6% frequent/always lonely (n=24), 15.5% daily smokers (n=13). These represent health-engaged employees who chose to track wellness. Non-participants likely have worse health profiles, higher risk behaviors, and lower health literacy—creating unmeasured population health burden.","Sağlık anketine katılımın kendisi, şirketlerin ele alması gereken seçim yanlılığını ortaya koyuyor. 84 çalışanın anketi tamamlaması, yalnızca sağlıklarını izlemeye istekli, sağlık bilinci olan bireyleri temsil ediyor. Egzersiz yapmayan %40,5, zayıf beslenmeye sahip %89,2 ve yetersiz uyku alan %21,4 ""sağlık kaygısı duyan""lar—hiç izleme yapmayan katılmayanların sağlık profillerini hayal edin. Veri, ilgili olanlar arasındaki sorunları gösteriyor; ilgisiz nüfus muhtemelen çok daha kötü sonuçlarla karşı karşıya. Özellikle katılmayanlar için erişim stratejileri geliştirilmeli. Mevcut veri setinin tam işgücü sağlık resmini temsil ettiği varsayılmamalı. Düşük sürtünmeli giriş noktaları oluşturulmalı: hızlı sağlık kontrol istasyonları, minimal uygulama kullanımı gerektiren oyunlaştırılmış zorluklar, akran işe alım kampanyaları ve yönetici liderliğindeki takım kayıtları. Bu veri setinde olmayan çalışanlar en yüksek öncelik çünkü muhtemelen en yüksek risk altındalar. Başarı metrikleri mevcut kullanıcılar arasında sağlık iyileştirmeleri değil, katılım oranlarını içermeli (n=84 katılımcı).","9","lifestyle","","","84","100.0","","84"
"company/Company_73_report_insights.json","insight_15","15","Normal weight employees who never feel lonely show exceptional health outcomes with 70% achieving low-risk status (vs 23.8% baseline)—a 2.99x advantage. This combination represents only 10 employees (11.9% of population) but demonstrates how social connection and healthy weight synergize for optimal health. The relationship suggests that mental and physical health cannot be addressed in isolation; they form an integrated protective system. Create holistic wellness programs that explicitly connect social, mental, and physical health rather than siloing interventions. For employees working toward healthy weight, incorporate social support groups and relationship-building activities as core program elements. For employees addressing loneliness, include group fitness activities and shared healthy eating initiatives. The 70% low-risk rate in this combined category proves that integrated approaches outperform single-factor interventions.","Normal weight + never lonely: 70% low risk vs 23.8% baseline (risk ratio 2.99x, n=10, 2.99σ magnitude, +46.2pp difference). Normal weight distribution: 29.8% of population (n=25). Never lonely: 36.9% of population (n=31). The overlap segment of 10 employees represents individuals who have achieved both healthy weight and strong social connections, showing multiplicative protective effects rather than additive.","Normal kilolu ve hiç yalnız hissetmeyen çalışanlar olağanüstü sağlık sonuçları gösteriyor: %70'i düşük risk statüsüne ulaşıyor (%23,8 temel seviyenin 2,99 katı). Bu kombinasyon sadece 10 çalışanı temsil ediyor (nüfusun %11,9'u) ancak sosyal bağlantı ve sağlıklı kinonun optimal sağlık için nasıl sinerjik çalıştığını gösteriyor. Bu ilişki mental ve fiziksel sağlığın izole olarak ele alınamayacağını gösteriyor; entegre bir koruyucu sistem oluşturuyorlar. Müdahaleleri silolara ayırmak yerine sosyal, mental ve fiziksel sağlığı açıkça bağlayan bütünsel sağlık programları oluşturulmalı. Sağlıklı kiloya doğru çalışan çalışanlar için, temel program öğeleri olarak sosyal destek grupları ve ilişki kurma aktiviteleri dahil edilmeli. Yalnızlığı ele alan çalışanlar için, grup fitness aktiviteleri ve paylaşılan sağlıklı beslenme girişimleri sunulmalı. Bu birleşik kategorideki %70 düşük risk oranı, entegre yaklaşımların tek faktörlü müdahalelerden daha iyi performans gösterdiğini kanıtlıyor (n=10, %70 düşük risk).","7","mental_health; physical_health","never_lonely; no_pain","normal_weight","5","5.95","A.loneliness=never_lonely; A.physical_pain=no_pain; bmi_category=normal_weight","84"
"company/Company_8_report_insights.json","insight_01","1","This 32-employee survey reveals a concerning mental health crisis that demands immediate attention. A striking 72% report experiencing loneliness (40.6% always lonely, 31.2% sometimes lonely), while 87.5% struggle with frequent irritability and 78.1% report feeling out of control. When you combine persistent feelings of isolation with high stress levels, employees face compounded psychological risks that affect both productivity and retention. Companies should immediately implement mental health support programs including confidential counseling access, peer support networks, and manager training to recognize early warning signs. Creating structured social connection opportunities—team lunches, interest-based groups, mental health days—can directly address the loneliness epidemic affecting nearly three-quarters of health-engaged employees.","Loneliness prevalence: 72% total (40.6% always lonely, 31.2% sometimes lonely, 18.8% rarely lonely, 9.4% often lonely). Irritability: 87.5% elevated (43.8% sometimes irritated, 43.8% often irritated, 6.2% frequently irritated). Loss of control: 87.5% struggling (53.1% sometimes out of control, 25% often out of control, 9.4% frequently out of control). Sample: n=32.","32 çalışanlık bu anket, acil müdahale gerektiren ciddi bir ruh sağlığı krizi ortaya koyuyor. Çalışanların %72'si yalnızlık hissediyor (%40,6'sı sürekli yalnız, %31,2'si bazen yalnız), %87,5'i sık sinirlilik yaşıyor ve %78,1'i hayatlarında kontrol kaybı hissediyor. Sürekli yalnızlık hissi ile yüksek stres seviyeleri bir araya geldiğinde, çalışanlar hem verimliliği hem de işte kalma oranlarını etkileyen bileşik psikolojik risklerle karşı karşıya kalıyor. Şirketlerin derhal gizli danışmanlık erişimi, akran destek ağları ve yöneticilerin erken uyarı işaretlerini tanıması için eğitim içeren ruh sağlığı destek programları uygulaması gerekiyor. Yapılandırılmış sosyal bağlantı fırsatları (takım yemekleri, ilgi alanı bazlı gruplar, mental sağlık günleri) oluşturmak, sağlık bilinci yüksek çalışanların neredeyse dörtte üçünü etkileyen yalnızlık salgınına doğrudan müdahale edebilir.","9","mental_health","always_lonely; sometimes_lonely; often_irritated; sometimes_irritated; sometimes_out_of_control; often_out_of_control","","16","50.0","A.loneliness IN (always_lonely OR sometimes_lonely); A.stress_level_irritability IN (often_irritated OR sometimes_irritated); A.stress_level_loc IN (sometimes_out_of_control OR often_out_of_control)","32"
"company/Company_8_report_insights.json","insight_02","2","A sedentary lifestyle epidemic affects this workforce, with 56.2% reporting zero regular exercise and 65.6% taking fewer than recommended daily steps. This physical inactivity creates a foundation for multiple health risks—cardiovascular disease, metabolic disorders, mental health decline—yet it's one of the most modifiable risk factors through workplace intervention. Companies should eliminate barriers to movement by offering flexible schedules for exercise, subsidized gym memberships or on-site fitness facilities, walking meeting options, and step challenges with meaningful incentives. The key insight: physical activity interventions have high ROI because they simultaneously improve physical health, mental wellbeing, sleep quality, and energy levels.","Activity level distribution: 56.2% no regular exercise, 18.8% weekly exercise, 15.6% regular exercise, 9.4% frequent exercise. Daily steps: 37.5% very low steps, 28.1% low steps (65.6% combined below recommendations), 18.8% good steps, 12.5% moderate steps, 3.1% excellent steps. Sample: n=32.","Bu işgücünü etkileyen hareketsiz yaşam tarzı salgını ciddi boyutlarda: çalışanların %56,2'si düzenli egzersiz yapmıyor ve %65,6'sı önerilen günlük adım sayısının altında kalıyor (çok düşük adım %37,5 + düşük adım %28,1). Bu fiziksel hareketsizlik, kardiyovasküler hastalıklar, metabolik bozukluklar ve ruh sağlığı sorunları gibi çoklu sağlık riskleri için bir temel oluşturuyor—ancak işyeri müdahaleleriyle değiştirilebilecek en önemli risk faktörlerinden biri. Şirketler, egzersiz için esnek çalışma saatleri sunarak, sübvansiyonlu spor salonu üyelikleri veya işyerinde fitness tesisleri sağlayarak, yürüyerek toplantı seçenekleri ve anlamlı teşviklerle adım yarışmaları düzenleyerek harekete geçmenin önündeki engelleri kaldırmalı. Temel içgörü: fiziksel aktivite müdahaleleri yüksek yatırım getirisi sağlar çünkü aynı anda fiziksel sağlık, ruh sağlığı, uyku kalitesi ve enerji seviyelerini iyileştirir.","8","activity_level; physical_health","no_exercise; very_low_steps; low_steps","","15","46.88","A.activity_level=no_exercise; A.daily_steps IN (very_low_steps OR low_steps)","32"
"company/Company_8_report_insights.json","insight_03","3","Smoking prevalence in this survey group is alarmingly high, with 46.9% reporting regular smoking habits (34.4% daily smokers, 12.5% frequent smokers). This smoking rate is substantially higher than typical population averages, suggesting either industry-specific patterns or that smoking correlates with health survey non-participation bias. Companies should recognize that smoking cessation programs yield massive health and cost benefits—reduced insurance premiums, fewer sick days, lower chronic disease rates. Implement comprehensive tobacco cessation support including subsidized nicotine replacement therapy, counseling services, smoke-free workplace policies with designated areas, and financial incentives for successful quitting (e.g., reduced insurance contributions or wellness bonuses).","Smoking status: 43.8% never smoked, 34.4% daily smoker, 12.5% frequent smoker (47% regular/frequent smokers combined), 6.2% occasional smoker, 3.1% former smoker. Among high-risk employees specifically (n=13): 61.5% daily smokers, 15.4% frequent smokers. Sample: n=32 total.","Bu anket grubunda sigara içme oranı endişe verici derecede yüksek: çalışanların %46,9'u düzenli sigara kullanıyor (%34,4 günlük içici, %12,5 sık içici). Bu oran normal popülasyon ortalamalarının çok üzerinde, bu da ya sektöre özgü kalıpları ya da sigara içmenin sağlık anketi katılım yanlılığıyla ilişkisini gösteriyor. Şirketler, sigarayı bırakma programlarının devasa sağlık ve maliyet faydaları sağladığını kabul etmeli—azaltılmış sigorta primleri, daha az hastalık izni, düşük kronik hastalık oranları. Sübvansiyonlu nikotin replasman tedavisi, danışmanlık hizmetleri, belirlenen alanlarla birlikte sigara içilmeyen işyeri politikaları ve başarılı bırakma için finansal teşvikler (örneğin, azaltılmış sigorta katkıları veya sağlık bonusları) içeren kapsamlı tütün bırakma desteği uygulanmalı.","8","lifestyle; health_conditions","daily_smoker; frequent_smoker","","15","46.88","A.smoking_status IN (daily_smoker OR frequent_smoker)","32"
"company/Company_8_report_insights.json","insight_04","4","A nutrition paradox emerges: while 59.4% minimize processed food intake and water consumption is relatively strong (62.5% drink adequate to high water), a striking 81.3% have poor to very poor fruit and vegetable intake. This reveals that employees understand some health basics (avoid processed foods, drink water) but lack practical strategies for increasing produce consumption. Workplace nutrition interventions should focus specifically on making fruits and vegetables accessible and convenient—subsidized fresh produce delivery programs, healthy snack stations with free fruit, nutrition education focusing on easy meal prep, and partnerships with local vendors for healthy lunch options. The gap between avoiding ""bad"" foods and eating ""good"" foods presents a clear intervention opportunity.","Fruit/vegetable intake: 46.9% poor nutrition, 34.4% very poor nutrition (81.3% combined poor), 18.8% adequate nutrition. Processed food: 59.4% minimal processed food, 28.1% low processed food (87.5% combined low consumption). Water intake: 34.4% good water, 28.1% high water, 18.8% adequate water (81.3% adequate or better). Sample: n=32.","İlginç bir beslenme paradoksu ortaya çıkıyor: çalışanların %59,4'ü işlenmiş gıda tüketimini minimumda tutuyor ve su tüketimi nispeten güçlü (%62,5 yeterli-yüksek su içiyor), ancak dikkat çekici şekilde %81,3'ü çok zayıf ile zayıf meyve-sebze tüketimi gösteriyor (%46,9 zayıf + %34,4 çok zayıf). Bu durum, çalışanların bazı temel sağlık prensiplerini anladığını (işlenmiş gıdalardan kaçınma, su içme) ancak ürün tüketimini artırmak için pratik stratejilerden yoksun olduğunu ortaya koyuyor. İşyeri beslenme müdahaleleri özellikle meyve ve sebzeleri erişilebilir ve kullanışlı hale getirmeye odaklanmalı—sübvansiyonlu taze ürün teslimat programları, ücretsiz meyveli sağlıklı atıştırmalık istasyonları, kolay yemek hazırlığına odaklanan beslenme eğitimi ve yerel tedarikçilerle sağlıklı öğle yemeği seçenekleri için ortaklıklar. ""Kötü"" gıdalardan kaçınma ile ""iyi"" gıdalar yeme arasındaki açık, net bir müdahale fırsatı sunuyor.","7","nutrition","poor_nutrition; very_poor_nutrition; minimal_processed_food; good_water; adequate_water","","5","15.62","A.fruit_veg_intake IN (poor_nutrition OR very_poor_nutrition); A.processed_food_intake=minimal_processed_food; A.water_intake IN (good_water OR adequate_water)","32"
"company/Company_8_report_insights.json","insight_05","5","Depression symptoms show a concerning distribution pattern: 84.4% experience anhedonia (loss of interest/pleasure), with 15.6% at severe levels, while 96.9% report mood problems ranging from occasional to persistent sadness. Only one employee reports consistently positive mood. This near-universal presence of depressive symptoms among survey participants suggests either a workplace culture issue or significant selection bias—employees struggling with mood may be more likely to engage with health assessments seeking help. Companies must move beyond optional EAP programs to proactive mental health support: mandatory manager training in recognizing depression, regular anonymous mental health screenings, immediate access to therapy (not just 6 sessions annually), and workplace culture changes that destigmatize mental health discussions.","Anhedonia distribution: 46.9% mild anhedonia, 37.5% moderate anhedonia, 15.6% severe anhedonia (84.4% total experiencing loss of interest/pleasure). Mood symptoms: 50% occasional sadness, 25% frequent sadness, 21.9% persistent sadness, only 3.1% (n=1) positive mood. Combined: 96.9% (n=31 of 32) report depressive mood symptoms. Sample: n=32.","Depresyon belirtileri endişe verici bir dağılım gösteriyor: çalışanların %84,4'ü ilgi/zevk kaybı yaşıyor (%46,9 hafif, %37,5 orta, %15,6 şiddetli), %96,9'u ara sıra üzüntüden sürekli üzüntüye kadar değişen ruh hali sorunları bildiriyor. Sadece bir çalışan tutarlı pozitif ruh hali rapor ediyor. Anket katılımcıları arasında depresif belirtilerin neredeyse evrensel varlığı, ya bir işyeri kültürü sorunu ya da önemli bir seçim yanlılığı olduğunu gösteriyor—ruh hali sorunları yaşayan çalışanlar yardım arayışıyla sağlık değerlendirmelerine daha fazla katılıyor olabilir. Şirketler, isteğe bağlı EAP programlarının ötesine geçerek proaktif ruh sağlığı desteği sağlamalı: yöneticiler için depresyonu tanıma konusunda zorunlu eğitim, düzenli anonim ruh sağlığı taramaları, terapiye anında erişim (yılda sadece 6 seans değil) ve ruh sağlığı konuşmalarının damgalanmasını ortadan kaldıran işyeri kültürü değişiklikleri.","9","mental_health","mild_anhedonia; moderate_anhedonia; severe_anhedonia; occasional_sadness; frequent_sadness; persistent_sadness","","31","96.88","A.depression_anhedonia IN (mild_anhedonia OR moderate_anhedonia OR severe_anhedonia); A.depression_mood IN (occasional_sadness OR frequent_sadness OR persistent_sadness)","32"
